data_dado_inserido;papel;tipo;empresa;setor;cotacao;data_ult_cotacao;min_52_sem;max_52_sem;vol_med_2m;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativos;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec_5a;ativo;disponibilidades;ativo_circulante;div_bruta;div_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
2021-11-22;PARD3;ON NM;IHPARDINI ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 18,70;2021-11-22;R$ 18,31;R$ 25,53;R$ 8.552.870,00;R$ 2.449.310.000,00;R$ 2.519.080.000,00;2021-09-30;130979000;-2.15;11.3;1.66;2.85;6.57;6.13;31.4;1.23;20.1;1.16;10.9;10.07;18.9;-5.46;23.9;1.4;25.2;4.92;1.43;6.3;14.6;R$ 2.118.280.000,00;R$ 255.358.000,00;R$ 807.585.000,00;R$ 325.127.000,00;R$ 69.769.000,00;R$ 860.764.000,00;R$ 216.810.000,00;R$ 52.574.000,00
2021-11-26;ENGI11;UNT N2;ENERGISA UNT N2;Energia Elétrica;R$ 44,54;2021-11-26;R$ 39,28;R$ 50,34;R$ 88.687.900,00;R$ 16.164.100.000,00;R$ 32.749.300.000,00;2021-09-30;1814560000;-1.48;6.64;6.71;1.85;24.11;3.59;21.1;0.63;17.6;0.31;10.5;5.3;8.7;-0.58;10.1;3.9;27.8;5.7;1.28;7.27;16.8;R$ 51.692.700.000,00;R$ 4.384.540.000,00;R$ 13.971.800.000,00;R$ 20.969.800.000,00;R$ 16.585.200.000,00;R$ 8.748.260.000,00;R$ 2.435.570.000,00;R$ 796.450.000,00
2021-11-26;MGLU3;ON NM;MAGAZ LUIZA ON NM;Comércio;R$ 8,06;2021-11-26;R$ 8,06;R$ 26,22;R$ 683.037.000,00;R$ 53.791.900.000,00;R$ 54.038.500.000,00;2021-09-30;6673930000;-7.36;75;0.11;4.95;1.63;99.99;23.9;1.5;1.5;1.76;2;8.24;1.8;272.99;2.8;0.5;6.6;41.09;1.49;100.45;33.5;R$ 30.549.500.000,00;R$ 2.105.410.000,00;R$ 19.874.000.000,00;R$ 2.352.030.000,00;R$ 246.622.000,00;R$ 10.872.500.000,00;R$ 717.179.000,00;R$ 143.516.000,00
2021-11-22;PCAR3;ON;PÃO DE AÇÚCAR ON;Comércio e Distribuição;R$ 22,79;2021-11-22;R$ 20,32;R$ 70,72;R$ 114.544.000,00;R$ 6.138.190.000,00;R$ 11.446.200.000,00;2021-09-30;269337000;-0.31;3.8;6;0.46;49.21;2.27;37.4;0.24;10.4;0.13;6.7;-175.38;5.6;-0.34;7.4;9.5;12.2;2.56;1;4.23;6.8;R$ 48.695.000.000,00;R$ 4.526.000.000,00;R$ 14.256.000.000,00;R$ 9.834.000.000,00;R$ 5.308.000.000,00;R$ 13.255.000.000,00;R$ 1.615.000.000,00;-R$ 89.000.000,00
2021-11-22;PDGR3;ON NM;PDG REALT ON NM;Construção Civil;R$ 1,71;2021-11-22;R$ 1,57;R$ 8,16;R$ 8.696.590,00;R$ 95.987.400,00;R$ 1.130.580.000,00;2021-09-30;56133000;-6.04;-0.24;-7.23;-0.02;-97.97;-2.05;27.6;0.24;-11.7;0.07;-98.5;-0.04;-3.3;-0.02;-4.6;0;7.4;-25.04;0.29;-24.15;-6.4;R$ 1.402.510.000,00;R$ 131.769.000,00;R$ 1.072.970.000,00;R$ 1.166.360.000,00;R$ 1.034.600.000,00;-R$ 5.499.090.000,00;-R$ 405.591.000,00;R$ 29.019.000,00
2021-11-22;PDTC3;ON;PADTEC ON;Serviços Financeiros Diversos;R$ 5,09;2021-11-22;R$ 5,01;R$ 9,99;R$ 1.745.060,00;R$ 399.310.000,00;R$ 406.155.000,00;2021-09-30;78450000;-3.96;11.36;0.45;3.07;1.66;12.89;35.7;1.22;9.4;0.93;10.7;2.42;7.2;8.68;11.1;0;27;13.11;1.93;13.11;276.6;R$ 427.538.000,00;R$ 85.197.000,00;R$ 343.478.000,00;R$ 92.042.000,00;R$ 6.845.000,00;R$ 130.046.000,00;R$ 35.144.000,00;R$ 4.660.000,00
2021-11-26;BPAC3;ON;BTGP BANCO ON;Intermediários Financeiros;R$ 13,20;2021-11-26;R$ 10,10;R$ 21,19;R$ 131.179,00;R$ 151.496.000.000,00;R$ 0,00;2021-09-30;11477000000;-1.49;20.97;0.63;4.18;3.16;0;0;0;0;0;0;0;0;0;0;0.8;19.9;0;0;0;33.8;R$ 340.556.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36.259.400.000,00;R$ 7.223.740.000,00;R$ 1.431.460.000,00
2021-11-26;ENGI3;ON;ENERGISA ON;Energia Elétrica;R$ 15,90;2021-11-26;R$ 13,20;R$ 19,02;R$ 147.871,00;R$ 28.851.500.000,00;R$ 45.436.800.000,00;2021-09-30;1814560000;-1.97;11.85;1.34;3.3;4.82;6.41;21.1;1.13;17.6;0.56;10.5;9.45;8.7;-1.03;10.1;2.2;27.8;7.91;1.28;10.09;16.8;R$ 51.692.700.000,00;R$ 4.384.540.000,00;R$ 13.971.800.000,00;R$ 20.969.800.000,00;R$ 16.585.200.000,00;R$ 8.748.260.000,00;R$ 2.435.570.000,00;R$ 796.450.000,00
2021-11-22;PETR3;ON;PETROBRAS ON;Petróleo, Gás e Biocombustíveis;R$ 27,44;2021-11-22;R$ 19,17;R$ 30,30;R$ 538.736.000,00;R$ 357.941.000.000,00;R$ 619.751.000.000,00;2021-09-30;13044500000;0.92;2.65;10.35;0.97;28.29;2.07;51.1;0.91;44;0.37;34.6;12.94;17.8;-0.83;19.6;8.8;36.6;2.61;1.2;3.58;5;R$ 974.689.000.000,00;R$ 62.314.000.000,00;R$ 166.334.000.000,00;R$ 324.124.000.000,00;R$ 261.810.000.000,00;R$ 369.077.000.000,00;R$ 135.054.000.000,00;R$ 31.142.000.000,00
2021-11-22;PETR4;PN;PETROBRAS PN;Petróleo, Gás e Biocombustíveis;R$ 26,36;2021-11-22;R$ 19,27;R$ 29,68;R$ 2.273.030.000,00;R$ 343.853.000.000,00;R$ 605.663.000.000,00;2021-09-30;13044500000;1;2.55;10.35;0.93;28.29;1.99;51.1;0.87;44;0.35;34.6;12.43;17.8;-0.79;19.6;9.1;36.6;2.55;1.2;3.5;5;R$ 974.689.000.000,00;R$ 62.314.000.000,00;R$ 166.334.000.000,00;R$ 324.124.000.000,00;R$ 261.810.000.000,00;R$ 369.077.000.000,00;R$ 135.054.000.000,00;R$ 31.142.000.000,00
2021-11-22;PETZ3;ON NM;PETZ ON NM;Comércio;R$ 19,14;2021-11-22;R$ 17,42;R$ 28,35;R$ 144.214.000,00;R$ 8.327.010.000,00;R$ 8.461.130.000,00;2021-09-30;435058000;-2.1;115.48;0.17;14.23;1.35;46.68;47.6;4.28;9.2;4.11;3.7;116.55;8.8;-11.16;11.1;0.2;12.3;23.95;1.11;47.43;0;R$ 2.026.800.000,00;R$ 161.861.000,00;R$ 695.338.000,00;R$ 295.980.000,00;R$ 134.119.000,00;R$ 585.296.000,00;R$ 72.107.000,00;R$ 22.369.000,00
2021-11-22;PFRM3;ON NM;PROFARMA ON NM;Comércio e Distribuição;R$ 5,00;2021-11-22;R$ 4,64;R$ 6,76;R$ 1.488.440,00;R$ 619.065.000,00;R$ 1.065.290.000,00;2021-09-30;123813000;-1.38;6.53;0.77;0.56;8.97;2.66;14.1;0.1;3.8;0.16;1.6;0.67;6.1;6.41;9;5.4;8.5;3.04;1.6;4.58;10.8;R$ 3.838.710.000,00;R$ 187.294.000,00;R$ 2.441.330.000,00;R$ 633.519.000,00;R$ 446.225.000,00;R$ 1.111.030.000,00;R$ 94.859.000,00;R$ 24.556.000,00
2021-11-22;PGMN3;ON NM;PAGUE MENOS ON NM;Comércio e Distribuição;R$ 8,59;2021-11-22;R$ 8,10;R$ 13,65;R$ 12.474.200,00;R$ 3.812.080.000,00;R$ 4.263.420.000,00;2021-09-30;443781000;-1.15;21.07;0.41;1.83;4.68;9.71;32.1;0.51;5.3;0.64;2.4;3.66;6.6;-4.78;8.8;0;8.7;6.5;1.51;10.86;6.3;R$ 5.973.200.000,00;R$ 322.801.000,00;R$ 3.097.290.000,00;R$ 774.139.000,00;R$ 451.338.000,00;R$ 2.077.700.000,00;R$ 180.936.000,00;R$ 29.879.000,00
2021-11-22;PINE4;PN;Pine PN;Intermediários Financeiros;R$ 1,75;2021-11-22;R$ 1,75;R$ 3,44;R$ 490.823,00;R$ 259.276.000,00;R$ 0,00;2021-09-30;148158000;-2.78;-5.31;-0.33;0.34;5.21;0;0;0;0;0;0;0;0;0;0;0;-6.3;0;0;0;0.2;R$ 14.781.300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 771.253.000,00;-R$ 48.807.000,00;R$ 2.679.000,00
2021-11-22;PLAS3;ON;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON;Automóveis e Motocicletas;R$ 10,51;2021-11-18;R$ 4,26;R$ 19,49;R$ 5.024,00;R$ 130.587.000,00;R$ 309.689.000,00;2021-09-30;12425000;0;-1.14;-9.18;-0.46;-23.05;-2.86;6.3;0.22;-7.8;0.22;-19.5;-0.58;-7.7;-0.19;-8.6;0;39.8;17.24;0.44;-6.78;9.4;R$ 596.139.000,00;R$ 13.965.000,00;R$ 178.243.000,00;R$ 193.067.000,00;R$ 179.102.000,00;-R$ 286.400.000,00;-R$ 114.117.000,00;-R$ 60.671.000,00
2021-11-22;PLPL3;ON NM;PLANOEPLANO ON NM;Construção Civil;R$ 3,33;2021-11-22;R$ 2,98;R$ 8,95;R$ 4.121.720,00;R$ 680.172.000,00;R$ 779.321.000,00;2021-09-30;204256000;1.52;6.31;0.53;2.07;1.61;2.41;30.9;0.8;33.1;0.58;12.6;0.74;23.9;2.9;31.8;5.9;32.9;2.62;6.4;2.76;0;R$ 1.179.960.000,00;R$ 223.953.000,00;R$ 1.086.860.000,00;R$ 323.102.000,00;R$ 99.149.000,00;R$ 328.039.000,00;R$ 107.779.000,00;R$ 40.062.000,00
2021-11-22;PMAM3;ON;PARANAPANEMA S.A. ON;Siderurgia e Metalurgia;R$ 9,09;2021-11-22;R$ 8,57;R$ 23,45;R$ 5.869.160,00;R$ 394.542.000,00;R$ 3.456.230.000,00;2021-09-30;43404000;1.22;-0.85;-10.65;-0.5;-18.06;-5.33;0.5;0.08;-1.4;0.12;-9;-0.15;-2.2;-0.14;-2.5;0;58.9;48.67;0.34;-46.66;7.8;R$ 3.348.780.000,00;R$ 136.447.000,00;R$ 1.306.450.000,00;R$ 3.198.140.000,00;R$ 3.061.690.000,00;-R$ 783.935.000,00;-R$ 462.109.000,00;-R$ 419.575.000,00
2021-11-22;PNVL3;ON;PANVEL FARMÁCIAS ON;Comércio e Distribuição;R$ 12,80;2021-11-22;R$ 11,98;R$ 23,15;R$ 14.946.300,00;R$ 1.924.830.000,00;R$ 2.409.340.000,00;2021-09-30;150377000;-1.54;24.39;0.52;1.87;6.85;25.43;30.4;0.61;2.4;0.85;2.5;3.07;3.4;21.39;4.4;1.2;7.7;10.78;1.91;31.83;9.1;R$ 2.253.830.000,00;R$ 205.527.000,00;R$ 1.314.470.000,00;R$ 690.040.000,00;R$ 484.513.000,00;R$ 1.029.350.000,00;R$ 78.908.000,00;R$ 15.653.000,00
2021-11-26;MILS3;ON NM;MILLS ON NM;Construção e Engenharia;R$ 5,34;2021-11-26;R$ 4,82;R$ 8,97;R$ 8.429.070,00;R$ 1.346.580.000,00;R$ 1.240.110.000,00;2021-09-30;252169000;-5.65;20.27;0.26;1.24;4.31;11.9;50.8;2.02;17;0.93;9.9;3.33;7.8;6.35;10.5;3.5;6.1;4.8;3.38;10.96;26.4;R$ 1.452.760.000,00;R$ 327.750.000,00;R$ 574.581.000,00;R$ 221.279.000,00;-R$ 106.471.000,00;R$ 1.088.030.000,00;R$ 66.434.000,00;R$ 31.493.000,00
2021-11-22;POMO3;ON;MARCOPOLO ON;Material de Transporte;R$ 2,40;2021-11-22;R$ 2,32;R$ 3,27;R$ 801.357,00;R$ 2.272.540.000,00;R$ 3.441.100.000,00;2021-09-30;946893000;1.69;5.2;0.46;0.8;3;94.43;11.9;0.66;0.7;0.35;12.4;1.33;0.4;-9.06;0.5;3.8;15.4;27.35;2.05;142.98;3.7;R$ 6.476.720.000,00;R$ 1.178.300.000,00;R$ 3.330.020.000,00;R$ 2.346.850.000,00;R$ 1.168.560.000,00;R$ 2.843.210.000,00;R$ 436.648.000,00;R$ 108.196.000,00
2021-11-22;POMO4;PN N2;MARCOPOLO PN N2;Material de Transporte;R$ 2,68;2021-11-22;R$ 2,45;R$ 3,57;R$ 12.482.100,00;R$ 2.537.670.000,00;R$ 3.706.230.000,00;2021-09-30;946893000;-1.11;5.81;0.46;0.89;3;105.44;11.9;0.74;0.7;0.39;12.4;1.49;0.4;-10.11;0.5;3.4;15.4;29.46;2.05;154;3.7;R$ 6.476.720.000,00;R$ 1.178.300.000,00;R$ 3.330.020.000,00;R$ 2.346.850.000,00;R$ 1.168.560.000,00;R$ 2.843.210.000,00;R$ 436.648.000,00;R$ 108.196.000,00
2021-11-22;POSI3;ON NM;POSITIVO INF ON NM;Computadores e Equipamentos;R$ 9,02;2021-11-22;R$ 3,85;R$ 15,58;R$ 45.157.200,00;R$ 1.279.040.000,00;R$ 1.625.120.000,00;2021-09-30;141800000;-0.99;4.17;2.17;1.08;8.37;5.15;23.2;0.41;7.9;0.39;9.9;1.23;7.5;2.22;12.6;3.8;25.9;5.57;1.63;6.54;12.1;R$ 3.320.380.000,00;R$ 388.751.000,00;R$ 2.702.190.000,00;R$ 734.833.000,00;R$ 346.082.000,00;R$ 1.187.040.000,00;R$ 307.024.000,00;R$ 53.592.000,00
2021-11-26;RNEW11;UNT N2;RENOVA UNT N2;Energia Elétrica;R$ 6,98;2021-11-26;R$ 6,95;R$ 20,49;R$ 86.816,00;R$ 254.723.000,00;R$ 1.839.750.000,00;2021-09-30;109480000;0.43;2.2;3.17;-0.31;-22.7;-3.36;4.7;2.98;-88.7;0.1;135.6;0.71;-2.9;-0.11;-3.3;0;-14;-25.75;1.43;-24.28;-50.3;R$ 2.655.900.000,00;R$ 246.930.000,00;R$ 1.177.700.000,00;R$ 1.831.960.000,00;R$ 1.585.030.000,00;-R$ 828.222.000,00;R$ 115.840.000,00;-R$ 45.179.000,00
2021-11-22;POWE3;ON NM;FOCUS ON ON NM;Energia Elétrica;R$ 13,10;2021-11-22;R$ 11,92;R$ 18,24;R$ 5.088.520,00;R$ 1.174.480.000,00;R$ 787.195.000,00;2021-09-30;89654900;0.38;28.74;0.46;1.19;11.02;21.16;6.8;0.74;3.5;0.45;2.6;7.9;2.1;-3.62;3.5;0.4;4.1;13.36;1.13;14.18;0;R$ 2.584.220.000,00;R$ 425.197.000,00;R$ 1.271.360.000,00;R$ 37.913.000,00;-R$ 387.284.000,00;R$ 988.330.000,00;R$ 40.863.000,00;R$ 8.602.000,00
2021-11-22;PRIO3;ON;PETRORIO ON;Petróleo, Gás e Biocombustíveis;R$ 21,53;2021-11-22;R$ 9,06;R$ 28,15;R$ 658.208.000,00;R$ 18.910.500.000,00;R$ 18.409.300.000,00;2021-09-30;878331000;0.33;16.07;1.34;3.33;6.47;12.71;51.6;5.41;42.6;1.65;33.7;4.46;13;-64.19;22.2;0;20.7;7.93;4.46;12.37;61.6;R$ 11.445.200.000,00;R$ 4.526.210.000,00;R$ 5.463.660.000,00;R$ 4.025.030.000,00;-R$ 501.182.000,00;R$ 5.686.920.000,00;R$ 1.176.840.000,00;R$ 97.104.000,00
2021-11-22;PRNR3;ON NM;PRINER ON NM;Serviços Diversos;R$ 7,03;2021-11-22;R$ 6,70;R$ 10,64;R$ 1.057.870,00;R$ 273.094.000,00;R$ 250.453.000,00;2021-09-30;38847000;-4.48;11.03;0.64;1.18;5.95;10.22;17.4;0.72;7;0.76;6.7;2.79;7.5;3.68;9.8;0;10.7;5.2;1.94;9.37;3.6;R$ 358.453.000,00;R$ 71.110.000,00;R$ 202.167.000,00;R$ 48.469.000,00;-R$ 22.641.000,00;R$ 230.946.000,00;R$ 24.760.000,00;R$ 3.906.000,00
2021-11-22;PSSA3;ON;PORTO SEGURO SA ON;Previdência e Seguros;R$ 22,11;2021-11-22;R$ 20,12;R$ 28,98;R$ 68.315.400,00;R$ 14.296.000.000,00;R$ 5.830.200.000,00;2021-09-30;646586000;-3.7;10.08;2.19;1.58;14.03;0.88;100;0.7;79.6;0.36;6.9;6.81;41.4;-3;52.8;5.9;15.6;0.35;1.09;0.36;4.7;R$ 39.334.400.000,00;R$ 8.465.820.000,00;R$ 25.506.300.000,00;R$ 0,00;-R$ 8.465.820.000,00;R$ 9.069.150.000,00;R$ 1.418.710.000,00;R$ 60.104.000,00
2021-11-22;PTBL3;ON;PORTOBELLO S/A ON;Construção e Engenharia;R$ 8,52;2021-11-22;R$ 5,73;R$ 17,97;R$ 14.047.100,00;R$ 1.256.960.000,00;R$ 1.746.310.000,00;2021-09-30;147530000;-5.61;6.41;1.33;3.37;2.53;4.13;41.6;0.7;16.9;0.57;10.9;4.59;13.7;-1.56;18.5;13.5;52.5;4.63;1.36;5.74;14;R$ 2.223.590.000,00;R$ 332.911.000,00;R$ 1.043.810.000,00;R$ 822.262.000,00;R$ 489.351.000,00;R$ 373.390.000,00;R$ 196.080.000,00;R$ 80.668.000,00
2021-11-22;PTNT3;ON;PETTENATI ON;Tecidos, Vestuário e Calçados;R$ 21,40;2021-11-22;R$ 5,08;R$ 29,03;R$ 578.578,00;R$ 1.028.190.000,00;R$ 1.108.340.000,00;2021-09-30;48046500;-5.89;20.72;1.03;3.44;6.23;14.97;17.4;1.33;8.9;1.31;7.8;6.52;8.7;171.51;12.6;0.9;16.6;11.24;1.6;16.13;9.9;R$ 786.268.000,00;R$ 148.871.000,00;R$ 422.465.000,00;R$ 229.020.000,00;R$ 80.149.200,00;R$ 299.139.000,00;R$ 49.613.000,00;R$ 9.253.620,00
2021-11-22;PTNT4;PN;PETTENATI PN;Tecidos, Vestuário e Calçados;R$ 6,99;2021-11-22;R$ 4,28;R$ 7,54;R$ 172.403,00;R$ 335.845.000,00;R$ 415.994.000,00;2021-09-30;48046500;-0.14;6.77;1.03;1.12;6.23;4.89;17.4;0.44;8.9;0.43;7.8;2.13;8.7;56.02;12.6;2.9;16.6;4.22;1.6;6.05;9.9;R$ 786.268.000,00;R$ 148.871.000,00;R$ 422.465.000,00;R$ 229.020.000,00;R$ 80.149.200,00;R$ 299.139.000,00;R$ 49.613.000,00;R$ 9.253.620,00
2021-11-22;QUAL3;ON NM;QUALICORP ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 16,94;2021-11-22;R$ 16,86;R$ 33,09;R$ 40.378.900,00;R$ 4.811.200.000,00;R$ 5.833.410.000,00;2021-09-30;284014000;-4.19;12.64;1.34;2.88;5.88;6.15;79.6;2.3;37.4;1.01;18.6;-5.99;16.4;-3.68;24.5;12.9;22.8;5.19;0.69;7.46;0.4;R$ 4.761.200.000,00;R$ 1.147.620.000,00;R$ 1.774.790.000,00;R$ 2.169.840.000,00;R$ 1.022.210.000,00;R$ 1.671.410.000,00;R$ 380.715.000,00;R$ 110.441.000,00
2021-11-22;RADL3;ON;RAIADROGASIL ON;Comércio e Distribuição;R$ 23,34;2021-11-22;R$ 21,28;R$ 28,19;R$ 178.210.000,00;R$ 38.556.000.000,00;R$ 39.873.700.000,00;2021-09-30;1651930000;-0.04;51.87;0.45;8.11;2.88;29.49;29.7;1.66;5.6;2.68;3.3;18.59;9.1;-16.14;11.6;0.8;15.6;15.58;1.4;30.5;16.1;R$ 14.406.200.000,00;R$ 247.158.000,00;R$ 7.230.070.000,00;R$ 1.564.790.000,00;R$ 1.317.630.000,00;R$ 4.752.110.000,00;R$ 743.307.000,00;R$ 154.532.000,00
2021-11-22;RAIL3;ON NM;RUMO S.A. ON NM;Transporte;R$ 16,86;2021-11-22;R$ 15,99;R$ 21,70;R$ 215.724.000,00;R$ 31.261.100.000,00;R$ 42.743.700.000,00;2021-09-30;1854160000;-0.94;58.28;0.29;2.06;8.2;16.8;31.1;4.12;24.5;0.68;7.2;4.36;4;-1.57;5;0;3.5;11.78;2.94;22.97;8.4;R$ 46.221.700.000,00;R$ 8.343.390.000,00;R$ 10.880.400.000,00;R$ 19.825.900.000,00;R$ 11.482.500.000,00;R$ 15.208.900.000,00;R$ 536.374.000,00;R$ 51.039.000,00
2021-11-22;RANI3;ON;CELULOSE IRANI ON;Madeira e Papel;R$ 6,48;2021-11-22;R$ 4,76;R$ 9,49;R$ 13.934.900,00;R$ 1.663.550.000,00;R$ 1.936.110.000,00;2021-09-30;256720000;-3.71;6.5;1;1.74;3.72;4.41;37.4;1.12;25.5;0.79;17.3;3.44;18;-5.18;23.6;5.5;26.8;4.15;2.45;5.13;12.5;R$ 2.094.360.000,00;R$ 363.177.000,00;R$ 818.868.000,00;R$ 635.739.000,00;R$ 272.562.000,00;R$ 954.241.000,00;R$ 255.904.000,00;R$ 97.595.000,00
2021-11-22;RAPT3;ON N1;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1;Material de Transporte;R$ 12,98;2021-11-22;R$ 9,44;R$ 13,78;R$ 206.625,00;R$ 4.488.170.000,00;R$ 6.629.060.000,00;2021-09-30;345776000;0.39;4.34;2.99;1.77;7.32;3.94;26;0.54;13.8;0.43;15.9;1.6;11;-6.3;15.8;5;40.9;4.92;1.79;5.83;27.9;R$ 10.339.500.000,00;R$ 1.845.510.000,00;R$ 6.332.560.000,00;R$ 3.986.400.000,00;R$ 2.140.890.000,00;R$ 2.531.010.000,00;R$ 1.035.100.000,00;R$ 288.500.000,00
2021-11-22;RAPT4;PN N1;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1;Material de Transporte;R$ 10,75;2021-11-22;R$ 10,16;R$ 15,77;R$ 28.513.700,00;R$ 3.717.090.000,00;R$ 5.857.980.000,00;2021-09-30;345776000;-0.37;3.59;2.99;1.47;7.32;3.27;26;0.45;13.8;0.36;15.9;1.33;11;-5.22;15.8;6;40.9;4.35;1.79;5.15;27.9;R$ 10.339.500.000,00;R$ 1.845.510.000,00;R$ 6.332.560.000,00;R$ 3.986.400.000,00;R$ 2.140.890.000,00;R$ 2.531.010.000,00;R$ 1.035.100.000,00;R$ 288.500.000,00
2021-11-22;RCSL4;PN;RECRUSUL PN;Material de Transporte;R$ 1,29;2021-11-22;R$ 1,29;R$ 2,25;R$ 2.601.140,00;R$ 97.811.700,00;R$ 95.555.700,00;2021-09-30;75823000;-3.73;-151.18;-0.01;-2.24;-0.58;106.9;14.7;1.8;1.7;1.51;-1.2;22.23;1.4;-1.32;1.5;0;1.5;55.59;1.15;104.43;667.4;R$ 64.793.000,00;R$ 2.313.000,00;R$ 34.455.000,00;R$ 57.000,00;-R$ 2.256.000,00;-R$ 43.698.000,00;-R$ 647.000,00;-R$ 865.000,00
2021-11-22;RDNI3;ON NM;RNI ON NM;Construção Civil;R$ 10,10;2021-11-22;R$ 7,99;R$ 12,90;R$ 315.503,00;R$ 442.077.000,00;R$ 923.820.000,00;2021-09-30;43770000;-1.46;22.94;0.44;0.71;14.26;84.46;25.5;1.16;1.4;0.24;7;1;0.3;-1.37;0.3;0.1;3.1;89.41;2.08;176.5;9.8;R$ 1.812.550.000,00;R$ 41.398.000,00;R$ 854.181.000,00;R$ 523.141.000,00;R$ 481.743.000,00;R$ 624.005.000,00;R$ 19.271.000,00;R$ 2.400.000,00
2021-11-22;RDOR3;ON NM;REDE D OR ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 54,02;2021-11-22;R$ 54,02;R$ 75,09;R$ 151.094.000,00;R$ 108.600.000.000,00;R$ 122.349.000.000,00;2021-09-30;2010370000;-3.02;75.03;0.72;7.6;7.11;27.71;24.5;5.59;20.2;2.13;8;6.37;7.7;-7.66;10.7;2.5;10.1;24.37;4.36;31.22;46.1;R$ 51.054.600.000,00;R$ 13.181.700.000,00;R$ 22.105.300.000,00;R$ 26.930.900.000,00;R$ 13.749.200.000,00;R$ 14.285.100.000,00;R$ 1.447.430.000,00;R$ 350.963.000,00
2021-11-22;REDE3;ON;REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON;Energia Elétrica;R$ 6,42;2021-11-22;R$ 6,31;R$ 10,43;R$ 10.638,00;R$ 13.548.300.000,00;R$ 21.177.300.000,00;2021-09-30;2110320000;1.74;9.09;0.71;3.65;1.76;4.41;25.2;0.93;21;0.56;13.9;7.44;12.8;-1.15;14.7;15.2;40.2;5.69;1.35;6.89;11.6;R$ 24.082.500.000,00;R$ 1.580.060.000,00;R$ 7.004.420.000,00;R$ 9.209.090.000,00;R$ 7.629.030.000,00;R$ 3.706.950.000,00;R$ 1.490.080.000,00;R$ 406.027.000,00
2021-11-22;RENT3;ON;LOCALIZA RENT A CAR ON;Diversos;R$ 52,78;2021-11-22;R$ 45,30;R$ 73,62;R$ 355.371.000,00;R$ 40.031.900.000,00;R$ 47.288.300.000,00;2021-09-30;758467000;-1.93;19.98;2.64;5.36;9.84;12.8;40.7;3.59;28.1;1.82;18;25.62;14.3;-4.46;18.1;0.8;26.8;13.33;1.4;15.12;18.5;R$ 21.940.000.000,00;R$ 3.497.640.000,00;R$ 5.496.790.000,00;R$ 10.754.000.000,00;R$ 7.256.400.000,00;R$ 7.465.070.000,00;R$ 2.003.380.000,00;R$ 671.398.000,00
2021-11-22;RNEW11;UNT N2;RENOVA UNT N2;Energia Elétrica;R$ 7,37;2021-11-22;R$ 7,37;R$ 20,49;R$ 80.420,00;R$ 268.956.000,00;R$ 1.853.990.000,00;2021-09-30;109480000;-1.86;2.32;3.17;-0.32;-22.7;-3.55;4.7;3.15;-88.7;0.1;135.6;0.75;-2.9;-0.12;-3.3;0;-14;-25.95;1.43;-24.47;-50.3;R$ 2.655.900.000,00;R$ 246.930.000,00;R$ 1.177.700.000,00;R$ 1.831.960.000,00;R$ 1.585.030.000,00;-R$ 828.222.000,00;R$ 115.840.000,00;-R$ 45.179.000,00
2021-11-26;BPAC5;PNA;BTGP BANCO PNA;Intermediários Financeiros;R$ 4,98;2021-11-26;R$ 4,32;R$ 8,78;R$ 102.081,00;R$ 57.155.400.000,00;R$ 0,00;2021-09-30;11477000000;-3.11;7.91;0.63;1.58;3.16;0;0;0;0;0;0;0;0;0;0;2.1;19.9;0;0;0;33.8;R$ 340.556.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36.259.400.000,00;R$ 7.223.740.000,00;R$ 1.431.460.000,00
2021-11-22;RNEW3;ON N2;RENOVA ON N2;Energia Elétrica;R$ 2,66;2021-11-22;R$ 2,66;R$ 6,70;R$ 158.983,00;R$ 291.217.000,00;R$ 1.876.250.000,00;2021-09-30;109480000;-3.27;2.51;1.06;-0.35;-7.57;-3.84;4.7;3.41;-88.7;0.11;135.6;0.82;-2.9;-0.13;-3.3;0;-14;-26.26;1.43;-24.76;-50.3;R$ 2.655.900.000,00;R$ 246.930.000,00;R$ 1.177.700.000,00;R$ 1.831.960.000,00;R$ 1.585.030.000,00;-R$ 828.222.000,00;R$ 115.840.000,00;-R$ 45.179.000,00
