;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
279;MELK3;ON NM;MELNICK ON NM;Construção Civil;4,25;03/02/2022;3,28;6,47;2.189.880;883.870.000;373.853.000;30/09/2021;207969000;1.19;16.47;0.26;0.75;5.66;13.93;22.6;1.29;9.3;0.45;9.2;0.81;3.2;0.89;4.5;6.7;4.6;5.53;2.69;5.89;0;1.969.950.000;545.021.000;1.739.650.000;35.004.000;-510.017.000;1.177.750.000;53.673.000;19.725.000
280;MERC3;ON;MERCANTIL BRASIL ON;Intermediários Financeiros;25,00;03/12/2021;25,00;44,94;0;450.250.000;-;30/09/2021;18010000;0.00;160.17;0.16;1.82;13.76;0;0;0;0;0;0.0;0;0.0;0;0;0.0;1.1;0;0;0;-36.1;326.138.000;0;0;0;0;247.902.000;2.811.000;-228.000
281;MERC4;PN;MERCANTIL BRASIL PN;Intermediários Financeiros;10,45;14/01/2022;10,01;13,64;124;188.204.000;-;30/09/2021;18010000;0.00;66.95;0.16;0.76;13.76;0;0;0;0;0;0.0;0;0.0;0;0;4.9;1.1;0;0;0;-36.1;326.138.000;0;0;0;0;247.902.000;2.811.000;-228.000
282;MGEL4;PN N1;MANGELS PN N1;Siderurgia e Metalurgia;13,90;03/02/2022;7,97;26,21;21.298;80.386.600;736.612.000;30/09/2021;5783210;5.78;0.38;36.38;-0.30;-46.97;0.81;16.4;0.10;12.2;0.14;25.8;0.37;16.7;-0.16;22.5;0.0;-77.4;6.21;2.44;7.40;14.8;595.332.000;91.257.000;371.820.000;747.482.000;656.225.000;-271.646.000;210.368.000;-6.461.000
283;MGLU3;ON NM;MAGAZ LUIZA ON NM;Comércio;6,53;03/02/2022;5,74;26,22;932.803.000;44.070.500.000;44.317.100.000;30/09/2021;6748930000;0.31;61.45;0.11;4.05;1.61;81.92;23.9;1.23;1.5;1.44;2.0;6.75;1.8;223.66;2.8;0.2;6.6;33.70;1.49;82.38;33.5;30.549.500.000;2.105.410.000;19.874.000.000;2.352.030.000;246.622.000;10.872.500.000;717.179.000;143.516.000
284;MILS3;ON NM;MILLS ON NM;Construção e Engenharia;6,30;03/02/2022;4,82;8,97;7.513.070;1.588.660.000;1.482.190.000;30/09/2021;252169000;0.64;23.91;0.26;1.46;4.31;14.04;50.8;2.38;17.0;1.09;9.9;3.93;7.8;7.49;10.5;3.0;6.1;5.74;3.38;13.10;26.4;1.452.760.000;327.750.000;574.581.000;221.279.000;-106.471.000;1.088.030.000;66.434.000;31.493.000
285;MLAS3;ON NM;MULTILASER ON NM;Computadores e Equipamentos;6,97;03/02/2022;6,27;12,98;11.680.200;5.719.160.000;5.154.060.000;30/09/2021;820539000;-5.81;0.00;0.00;1.46;4.77;0;0;0;0;0.75;0;1.36;0.0;1.71;0;0.0;0;0;2.50;0;0;7.585.330.000;1.650.180.000;7.009.650.000;1.085.080.000;-565.098.000;3.910.490.000;0;225.656.000
286;MMXM3;ON NM;MMX MINER ON NM;Mineração;14,00;19/05/2021;14,00;37,20;0;90.832.000;360.503.000;31/03/2021;6488000;0.00;-2.17;-6.46;-0.11;-129.88;4.70;0;0;0;0.71;0.0;-0.10;15.1;-0.09;25.9;0.0;5.0;18.64;0.01;18.64;-28.5;128.006.000;287.000;7.224.000;269.958.000;269.671.000;-842.661.000;-41.920.000;-29.728.000
287;MNDL3;ON;MUNDIAL S/A ON;Tecidos, Vestuário e Calçados;37,90;03/02/2022;20,53;68,96;63.967;93.992.000;357.501.000;30/09/2021;2480000;-0.05;2.40;15.79;-0.81;-46.53;1.14;36.4;0.14;12.3;0.08;5.9;-0.16;6.7;-0.10;7.2;0.0;-33.9;3.73;0.40;4.35;9.9;1.221.640.000;5.155.000;405.517.000;268.664.000;263.509.000;-115.403.000;39.164.000;10.151.000
288;MNPR3;ON;MINUPAR ON;Alimentos Processados;6,22;03/02/2022;5,80;25,00;57.930;44.162.000;44.664.000;30/09/2021;7100000;-2.20;5.13;1.21;-0.12;-50.84;1.02;24.1;0.15;14.2;0.17;2.8;-0.11;16.8;-0.09;17.7;0.0;-2.4;0.89;0.23;1.03;11.5;256.856.000;144.000;117.207.000;646.000;502.000;-360.965.000;8.609.000;12.317.000
289;MOAR3;ON;MONTEIRO ARANHA ON;Holdings Diversificadas;409,00;02/02/2022;180,48;410,00;1.290.960;5.010.660.000;4.868.720.000;30/09/2021;12251000;0.00;8.10;50.52;3.79;107.93;-142.43;364.5;-9077.28;6373.0;2.44;-112119.0;12.09;-1.7;-39.60;-2.3;12.3;46.8;-141.72;3.15;-138.40;176.3;2.055.750.000;550.178.000;606.994.000;408.238.000;-141.940.000;1.322.230.000;618.896.000;3.828.000
290;MODL11;UNT N2;MODALMAIS UNT N2;Intermediários Financeiros;12,70;03/02/2022;8,35;18,83;12.612.000;2.981.110.000;-;30/09/2021;704200000;-3.64;0.00;0.00;2.31;5.50;0;0;0;0;0;0;0;0.0;0;0;1.7;0;0;0;0;0;5.836.280.000;0;0;0;0;1.291.440.000;0;76.844.000
291;MOSI3;ON NM;MOSAICO SA ON NM;Programas e Serviços;7,35;03/02/2022;7,31;41,03;5.344.780;930.479.000;387.220.000;30/09/2021;126596000;-3.92;28.80;0.26;1.39;5.30;80.01;89.5;4.25;5.3;1.30;14.7;1.69;1.6;1.70;8.1;0.0;4.8;19.29;13.30;33.29;0;717.855.000;544.311.000;595.881.000;1.052.000;-543.259.000;670.337.000;32.310.000;2.147.000
292;MOVI3;ON NM;MOVIDA ON NM;Diversos;15,98;03/02/2022;13,40;22,62;36.742.500;5.789.590.000;11.506.500.000;30/09/2021;362302000;-1.66;7.97;2.00;1.82;8.77;4.55;39.4;1.26;27.7;0.29;15.9;0.81;6.4;-0.81;12.6;2.1;22.9;7.18;4.10;9.05;20.6;19.735.800.000;8.274.310.000;9.415.680.000;13.991.300.000;5.716.960.000;3.178.130.000;726.369.000;259.381.000
293;MRFG3;ON NM;Marfrig ON NM;Alimentos Processados;20,14;03/02/2022;12,20;26,22;135.713.000;13.924.200.000;28.290.700.000;30/09/2021;691370000;-7.40;2.86;7.03;2.86;7.04;1.27;18.7;0.17;13.8;0.30;8.5;1.56;23.3;-0.93;38.6;14.4;99.9;2.27;1.54;2.58;47.4;47.109.800.000;15.600.800.000;25.488.900.000;29.967.300.000;14.366.500.000;4.866.930.000;4.863.320.000;1.675.240.000
294;MRSA3B;ON MB;MRS LOGÍSTICA S/A ON MB;Transporte;38,70;30/12/2021;35,70;52,73;551;13.158.000.000;15.100.600.000;30/09/2021;340000000;0.00;15.30;2.53;2.66;14.55;10.42;35.8;3.03;29.1;1.04;19.8;31.14;9.9;-2.56;12.3;0.0;17.4;6.60;1.19;11.95;4.1;12.712.400.000;2.061.620.000;2.627.110.000;4.004.250.000;1.942.630.000;4.946.430.000;860.200.000;137.445.000
295;MRSA5B;PNA MB;MRS LOGÍSTICA S/A PNA MB;Transporte;45,43;01/12/2021;32,68;45,43;0;15.446.200.000;17.388.800.000;30/09/2021;340000000;0.00;17.96;2.53;3.12;14.55;12.23;35.8;3.55;29.1;1.22;19.8;36.55;9.9;-3.01;12.3;0.7;17.4;7.60;1.19;13.77;4.1;12.712.400.000;2.061.620.000;2.627.110.000;4.004.250.000;1.942.630.000;4.946.430.000;860.200.000;137.445.000
296;MRVE3;ON NM;MRV ON NM;Construção Civil;12,96;03/02/2022;10,01;19,41;64.043.500;6.262.700.000;10.007.500.000;30/09/2021;483233000;0.62;8.94;1.45;1.04;12.40;8.28;27.2;0.91;10.9;0.32;11.3;1.21;3.8;-1.71;4.3;3.3;11.7;11.27;2.17;13.23;11.3;19.668.000.000;1.207.330.000;9.635.460.000;4.952.160.000;3.744.840.000;5.993.850.000;700.883.000;165.161.000
297;MSPA3;ON;MELHORAMENTOS ON;Madeira e Papel;48,50;06/12/2021;48,00;48,50;462;310.642.000;370.543.000;30/09/2021;6405000;0.00;-9.34;-5.19;0.39;125.46;-9.89;25.3;2.36;-23.9;0.23;-25.3;25.35;-2.3;-0.62;-2.3;0.0;-4.1;1313.98;1.21;-11.80;-5.6;1.373.020.000;19.473.000;71.414.000;79.374.000;59.901.000;803.538.000;-33.273.000;-10.627.000
298;MTIG4;PN;IGUAÇU PN;Embalagens;35,44;27/01/2022;32,00;89,80;3.492;8.541.040;82.926.000;30/09/2021;241000;0.00;-0.54;-65.82;-0.23;-155.14;-0.59;7.9;0.12;-19.4;0.10;-21.4;-0.25;-16.9;-0.11;-20.3;0.0;42.4;-7.74;0.58;-5.74;-13.2;85.304.400;398.414;46.685.300;74.783.400;74.384.900;-37.389.400;-15.863.400;-9.314.300
299;MTRE3;ON NM;MITRE REALTY ON NM;Construção Civil;7,65;03/02/2022;5,71;14,62;4.178.760;809.179.000;534.949.000;30/09/2021;105775000;1.06;22.90;0.33;0.82;9.34;15.94;34.7;1.45;9.1;0.54;6.7;1.07;3.4;1.41;4.6;7.4;3.6;9.90;3.33;10.54;47.5;1.491.100.000;368.643.000;1.076.420.000;94.413.000;-274.230.000;987.574.000;35.334.000;4.641.000
300;MTSA4;PN;METISA PN;Máquinas e Equipamentos;40,49;03/02/2022;26,83;53,87;186.080;369.968.000;364.190.000;30/09/2021;9137260;0.75;7.06;5.73;1.19;33.98;5.22;28.6;0.69;13.2;0.81;9.7;1.65;15.6;1.74;19.6;5.6;16.9;4.58;2.67;5.14;21.2;455.897.000;60.924.900;357.761.000;55.146.900;-5.778.040;310.469.000;52.367.500;13.844.800
301;MULT3;ON N2;Multiplan ON N2;Exploração de Imóveis;21,00;03/02/2022;16,44;27,13;137.871.000;12.616.000.000;14.619.700.000;30/09/2021;600761000;0.00;32.65;0.64;1.95;10.76;22.76;77.2;11.01;48.4;1.16;33.7;12.82;5.1;-4.87;5.8;2.3;6.0;19.55;2.12;26.37;-0.5;10.917.000.000;1.177.610.000;1.861.290.000;3.181.310.000;2.003.700.000;6.462.260.000;386.351.000;99.404.000
302;MWET3;ON;WETZEL S.A. ON;Material de Transporte;22,50;24/01/2022;22,50;69,78;107;46.305.000;100.862.000;30/09/2021;2058000;0.00;0.27;83.15;-0.96;-23.33;11.42;16.1;0.20;1.8;0.20;75.1;25.48;1.8;-0.25;2.0;0.0;-356.4;12.25;1.02;24.87;14.2;230.297.000;214.000;96.759.000;54.771.000;54.557.000;-48.018.000;171.119.000;2.124.000
303;MWET4;PN;WETZEL S.A. PN;Material de Transporte;16,38;03/02/2022;5,67;40,39;45.569;33.710.000;88.267.000;30/09/2021;2058000;0.00;0.20;83.15;-0.70;-23.33;8.31;16.1;0.15;1.8;0.15;75.1;18.55;1.8;-0.18;2.0;0.0;-356.4;10.72;1.02;21.77;14.2;230.297.000;214.000;96.759.000;54.771.000;54.557.000;-48.018.000;171.119.000;2.124.000
304;MYPK3;ON;IOCHPE-MAXION ON;Automóveis e Motocicletas;14,20;03/02/2022;11,08;18,47;20.534.700;2.182.820.000;6.800.280.000;30/09/2021;153720000;-3.14;6.96;2.04;0.54;26.50;2.46;12.5;0.17;6.9;0.15;3.3;1.28;6.1;-0.71;7.7;7.1;7.7;4.62;1.32;7.68;11.0;14.431.500.000;1.006.990.000;6.953.970.000;5.624.440.000;4.617.460.000;4.074.170.000;313.605.000;177.016.000
305;NEOE3;ON NM;NEOENERGIA ON NM;Energia Elétrica;16,50;03/02/2022;14,45;18,71;28.397.600;20.027.700.000;49.744.700.000;30/09/2021;1213800000;1.73;4.67;3.53;0.84;19.65;2.47;24.4;0.48;19.5;0.25;10.6;-12.60;10.0;-0.52;11.4;2.7;18.0;4.96;0.92;6.13;19.8;81.030.000.000;4.407.000.000;18.125.000.000;34.124.000.000;29.717.000.000;23.854.000.000;4.285.000.000;1.281.000.000
306;NGRD3;ON NM;NEOGRID ON NM;Programas e Serviços;2,88;03/02/2022;2,25;9,23;4.769.160;687.348.000;459.277.000;30/09/2021;238662000;-2.04;33.22;0.09;1.45;1.98;20.89;65.4;2.91;13.9;0.89;8.7;2.72;4.2;7.84;7.5;0.4;4.4;9.15;2.83;13.96;0;775.340.000;324.992.000;390.119.000;96.921.000;-228.071.000;472.893.000;20.689.000;1.672.000
307;NINJ3;ON NM;GETNINJAS ON NM;Programas e Serviços;4,57;03/02/2022;3,30;27,05;3.375.290;229.526.000;-78.290.500;30/09/2021;50224600;-2.77;0.00;0.00;0.79;5.80;0;0;0;0;0.72;0;0.80;0.0;0.80;0;0.0;0;0;11.61;0;0;318.663.000;307.817.000;315.370.000;0;-307.817.000;291.485.000;0;-10.682.000
308;NORD3;ON;NORDON INDS METALURGICAS SA ON;Máquinas e Equipamentos;9,57;03/02/2022;9,29;27,65;2.392;63.363.000;100.975.000;30/09/2021;6621000;-12.60;-63.75;-0.15;-0.45;-21.28;-60.58;90.9;32.00;-52.8;3.61;-50.2;-1.37;-6.0;-0.40;-6.2;0.0;0.7;-96.53;0.03;-96.53;46.6;17.555.000;19.000;1.481.000;37.631.000;37.612.000;-140.887.000;-994.000;-49.000
309;NTCO3;ON NM;GRUPO NATURA ON NM;Produtos de Uso Pessoal e de Limpeza;21,45;03/02/2022;20,24;61,05;221.360.000;29.592.100.000;36.927.000.000;30/09/2021;1379590000;-1.79;55.84;0.38;1.06;20.19;14.26;64.9;0.73;5.1;0.50;1.3;6.83;3.5;-2.16;4.4;0.0;1.9;7.69;1.34;17.80;2.9;58.635.300.000;5.358.950.000;17.080.400.000;12.693.800.000;7.334.870.000;27.849.900.000;529.938.000;272.869.000
310;NUTR3;ON;NUTRIPLANT ON;Químicos;253,00;03/09/2021;230,00;395,00;0;32.384.000;42.537.000;30/09/2021;128000;0.00;7.61;33.27;1.59;159.58;7.33;15.6;0.28;3.8;0.40;3.6;1.17;5.5;-3.40;6.3;0.0;20.8;8.65;2.20;9.62;31.9;80.711.000;376.000;50.771.000;10.529.000;10.153.000;20.426.000;4.258.000;1.750.000
311;ODPV3;ON NM;ODONTOPREV ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;12,20;03/02/2022;11,74;16,43;19.010.700;6.481.800.000;6.147.090.000;30/09/2021;531295000;-2.17;17.20;0.71;5.74;2.13;10.92;59.1;3.56;32.6;3.41;20.8;-2573.12;31.2;-35.32;38.4;3.9;33.4;9.90;1.00;10.36;6.7;1.900.410.000;334.706.000;581.749.000;0;-334.706.000;1.129.380.000;376.765.000;97.803.000
312;OFSA3;ON NM;OUROFINO S/A ON NM;Medicamentos e Outros Produtos;25,50;03/02/2022;22,71;38,06;225.974;1.375.700.000;1.516.460.000;30/09/2021;53949000;-3.77;12.75;2.00;2.16;11.80;9.78;50.6;1.61;16.4;1.23;12.6;3.10;12.5;7.01;16.5;1.9;17.0;9.06;2.86;10.78;16.5;1.122.720.000;183.167.000;682.649.000;323.927.000;140.760.000;636.339.000;107.884.000;34.770.000
313;OIBR3;ON N1;OI ON N1;Telecomunicações;1,06;03/02/2022;0,69;2,16;73.022.300;6.994.120.000;35.121.900.000;30/09/2021;6598220000;1.92;-1.42;-0.74;6.59;0.16;-2.00;26.2;3.49;-174.5;0.09;-245.4;0.31;-4.6;-0.25;-5.1;0.0;-462.7;-26.02;1.97;-10.05;-40.3;75.529.300.000;3.212.130.000;46.291.100.000;31.339.900.000;28.127.800.000;1.061.810.000;-4.913.330.000;-4.812.610.000
314;OIBR4;ON N1;OI ON N1;Telecomunicações;1,74;03/02/2022;1,24;2,77;1.516.010;11.480.900.000;39.608.700.000;30/09/2021;6598220000;1.75;-2.34;-0.74;10.81;0.16;-3.29;26.2;5.73;-174.5;0.15;-245.4;0.50;-4.6;-0.41;-5.1;0.0;-462.7;-29.35;1.97;-11.33;-40.3;75.529.300.000;3.212.130.000;46.291.100.000;31.339.900.000;28.127.800.000;1.061.810.000;-4.913.330.000;-4.812.610.000
315;OMGE3;ON NM;OMEGA GER ON NM;Energia Elétrica;27,57;23/12/2021;25,74;43,36;16.662.000;5.521.550.000;10.701.900.000;30/09/2021;200274000;0.00;-32.03;-0.86;1.59;17.39;12.56;32.4;3.42;27.2;0.54;-11.1;10.86;4.3;-1.06;4.7;0.0;-4.9;13.09;1.72;24.34;38.7;10.175.700.000;605.725.000;1.217.700.000;5.786.080.000;5.180.350.000;3.483.570.000;-172.362.000;-29.370.000
316;ONCO3;ON NM;ONCOCLINICAS ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;10,76;03/02/2022;7,65;19,24;13.947.700;5.330.050.000;5.126.210.000;30/09/2021;495358000;-3.24;0.00;0.00;3.07;3.50;0;0;0;0;1.07;0;3.48;0.0;-17.21;0;0.0;0;0;2.38;0;0;4.970.300.000;1.773.520.000;2.639.280.000;1.569.680.000;-203.836.000;1.734.180.000;0;145.177.000
317;OPCT3;ON NM;OCEANPACT ON NM;Petróleo, Gás e Biocombustíveis;3,05;03/02/2022;2,35;11,15;2.675.530;609.877.000;1.002.710.000;30/06/2021;199960000;1.33;-20.20;-0.15;0.69;4.40;231.54;13.7;0.92;0.4;0.30;-1.8;1.71;0.1;-1.41;0.2;0.0;-3.4;8.84;2.06;380.68;0;2.002.300.000;465.884.000;690.863.000;858.716.000;392.832.000;880.290.000;-30.189.000;0
318;ORVR3;ON NM;ORIZON ON NM;Água e Saneamento;28,85;03/02/2022;19,70;30,54;13.465.900;2.061.330.000;2.320.630.000;30/09/2021;71450000;5.10;-31.67;-0.91;5.51;5.24;40.81;37.5;5.38;13.2;2.23;-8.9;14.00;5.5;-12.18;5.7;0.0;-17.4;23.24;1.66;45.94;0;924.473.000;5.345.000;370.821.000;264.639.000;259.294.000;374.300.000;-65.085.000;-2.208.000
319;OSXB3;ON NM;OSX BRASIL ON NM;Petróleo, Gás e Biocombustíveis;7,53;03/02/2022;6,50;20,39;108.194;23.704.400;4.686.310.000;30/09/2021;3148000;-2.59;-0.06;-126.74;-0.00;-1652.35;-0.29;93.5;1.12;-387.7;0.01;-1816.5;-0.04;-3.4;-0.00;-3.8;0.0;7.7;-70.79;0.02;-57.31;24.5;2.375.550.000;2.690.000;13.426.000;4.665.290.000;4.662.600.000;-5.201.600.000;-398.978.000;454.902.000
320;PARD3;ON NM;IHPARDINI ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;22,68;03/02/2022;17,70;25,45;6.898.540;2.970.600.000;3.040.370.000;30/09/2021;130979000;-1.43;13.70;1.66;3.45;6.57;7.43;31.4;1.50;20.1;1.40;10.9;12.22;18.9;-6.62;23.9;1.3;25.2;5.93;1.43;7.61;14.6;2.118.280.000;255.358.000;807.585.000;325.127.000;69.769.000;860.764.000;216.810.000;52.574.000
321;PATI3;ON;PANATLANTICA ON;Siderurgia e Metalurgia;69,00;26/01/2022;25,48;86,00;1.298;1.651.310.000;1.916.220.000;30/09/2021;23932000;0.00;4.98;13.84;1.88;36.71;4.10;20.7;0.65;15.9;0.83;13.1;1.49;20.3;2.68;31.7;2.6;37.7;4.64;2.81;4.76;29.0;1.988.550.000;384.867.000;1.727.170.000;649.777.000;264.910.000;878.602.000;331.333.000;102.648.000
322;PATI4;PN;PANATLANTICA PN;Siderurgia e Metalurgia;60,00;01/02/2022;32,14;91,61;1.383;1.435.920.000;1.700.830.000;30/09/2021;23932000;0.00;4.33;13.84;1.63;36.71;3.57;20.7;0.57;15.9;0.72;13.1;1.29;20.3;2.33;31.7;3.0;37.7;4.12;2.81;4.22;29.0;1.988.550.000;384.867.000;1.727.170.000;649.777.000;264.910.000;878.602.000;331.333.000;102.648.000
323;PCAR3;ON;PÃO DE AÇÚCAR ON;Comércio e Distribuição;22,46;03/02/2022;18,95;70,72;52.133.100;6.050.930.000;11.358.900.000;30/09/2021;269409000;-0.53;3.75;5.99;0.46;49.20;2.24;37.4;0.23;10.4;0.12;6.7;-172.88;5.6;-0.33;7.4;9.7;12.2;2.54;1.00;4.20;6.8;48.695.000.000;4.526.000.000;14.256.000.000;9.834.000.000;5.308.000.000;13.255.000.000;1.615.000.000;-89.000.000
324;PDGR3;ON NM;PDG REALT ON NM;Construção Civil;1,63;03/02/2022;1,10;7,88;1.492.650;91.496.800;1.126.090.000;30/09/2021;56133000;-4.68;-0.23;-7.23;-0.02;-97.97;-1.95;27.6;0.23;-11.7;0.07;-98.5;-0.03;-3.3;-0.02;-4.6;0.0;7.4;-24.94;0.29;-24.05;-6.4;1.402.510.000;131.769.000;1.072.970.000;1.166.360.000;1.034.600.000;-5.499.090.000;-405.591.000;29.019.000
325;PDTC3;ON;PADTEC ON;Serviços Financeiros Diversos;6,47;03/02/2022;4,85;9,99;844.558;507.571.000;514.416.000;30/09/2021;78450000;-0.31;14.44;0.45;3.90;1.66;16.38;35.7;1.55;9.4;1.19;10.7;3.07;7.2;11.04;11.1;0.0;27.0;16.60;1.93;16.60;276.6;427.538.000;85.197.000;343.478.000;92.042.000;6.845.000;130.046.000;35.144.000;4.660.000
326;PEAB3;ON;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON;Holdings Diversificadas;64,95;01/02/2022;50,19;69,12;2.700;834.607.000;383.593.000;30/09/2021;12850000;0.00;3.07;21.17;1.02;63.81;-38.68;82.3;33.12;-85.6;0.91;1079.5;1.70;-2.4;2.04;-4.9;17.4;33.2;-22.40;40.28;-17.78;-48.8;916.276.000;473.273.000;504.756.000;22.259.000;-451.014.000;819.966.000;272.035.000;240.633.000
327;PEAB4;PN;CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN;Holdings Diversificadas;75,00;31/01/2022;50,13;79,08;3.784;963.750.000;512.736.000;30/09/2021;12850000;0.00;3.54;21.17;1.18;63.81;-44.66;82.3;38.24;-85.6;1.05;1079.5;1.96;-2.4;2.36;-4.9;16.6;33.2;-29.94;40.28;-23.76;-48.8;916.276.000;473.273.000;504.756.000;22.259.000;-451.014.000;819.966.000;272.035.000;240.633.000
328;PETR3;ON;PETROBRAS ON;Petróleo, Gás e Biocombustíveis;35,28;03/02/2022;17,22;36,99;653.228.000;460.210.000.000;722.020.000.000;30/09/2021;13044500000;-1.07;3.41;10.35;1.25;28.29;2.66;51.1;1.17;44.0;0.47;34.6;16.63;17.8;-1.06;19.6;16.0;36.6;3.04;1.20;4.17;5.0;974.689.000.000;62.314.000.000;166.334.000.000;324.124.000.000;261.810.000.000;369.077.000.000;135.054.000.000;31.142.000.000
329;PETR4;PN;PETROBRAS PN;Petróleo, Gás e Biocombustíveis;32,07;03/02/2022;17,26;33,88;1.952.080.000;418.337.000.000;680.147.000.000;30/09/2021;13044500000;-1.38;3.10;10.35;1.13;28.29;2.42;51.1;1.06;44.0;0.43;34.6;15.12;17.8;-0.97;19.6;17.6;36.6;2.86;1.20;3.93;5.0;974.689.000.000;62.314.000.000;166.334.000.000;324.124.000.000;261.810.000.000;369.077.000.000;135.054.000.000;31.142.000.000
330;PETZ3;ON NM;PETZ ON NM;Comércio;17,59;03/02/2022;13,77;28,32;105.248.000;8.070.930.000;8.205.040.000;30/09/2021;458836000;-0.45;111.93;0.16;13.79;1.28;45.25;47.6;4.15;9.2;3.98;3.7;112.96;8.8;-10.82;11.1;0.2;12.3;23.22;1.11;46.00;0;2.026.800.000;161.861.000;695.338.000;295.980.000;134.119.000;585.296.000;72.107.000;22.369.000
331;PFRM3;ON NM;PROFARMA ON NM;Comércio e Distribuição;5,00;03/02/2022;4,64;6,70;612.876;619.065.000;1.065.290.000;30/09/2021;123813000;-0.79;6.53;0.77;0.56;8.97;2.66;14.1;0.10;3.8;0.16;1.6;0.67;6.1;6.41;9.0;5.4;8.5;3.04;1.60;4.58;10.8;3.838.710.000;187.294.000;2.441.330.000;633.519.000;446.225.000;1.111.030.000;94.859.000;24.556.000
332;PGMN3;ON NM;PAGUE MENOS ON NM;Comércio e Distribuição;9,08;03/02/2022;7,89;13,65;7.438.230;4.029.530.000;4.480.870.000;30/09/2021;443781000;-2.78;22.27;0.41;1.94;4.68;10.27;32.1;0.54;5.3;0.67;2.4;3.87;6.6;-5.05;8.8;0.0;8.7;6.84;1.51;11.42;6.3;5.973.200.000;322.801.000;3.097.290.000;774.139.000;451.338.000;2.077.700.000;180.936.000;29.879.000
333;PINE4;PN;Pine PN;Intermediários Financeiros;1,65;03/02/2022;1,58;3,44;355.650;244.461.000;-;30/09/2021;148158000;-0.60;-5.01;-0.33;0.32;5.21;0;0;0;0;0;0.0;0;0.0;0;0;0.0;-6.3;0;0;0;0.2;14.781.300.000;0;0;0;0;771.253.000;-48.807.000;2.679.000
334;PLAS3;ON;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON;Automóveis e Motocicletas;10,11;02/02/2022;4,26;19,49;6.304;125.617.000;304.719.000;30/09/2021;12425000;0.00;-1.10;-9.18;-0.44;-23.05;-2.75;6.3;0.21;-7.8;0.21;-19.5;-0.56;-7.7;-0.18;-8.6;0.0;39.8;16.96;0.44;-6.67;9.4;596.139.000;13.965.000;178.243.000;193.067.000;179.102.000;-286.400.000;-114.117.000;-60.671.000
335;PLPL3;ON NM;PLANOEPLANO ON NM;Construção Civil;3,77;03/02/2022;2,76;6,88;2.700.160;770.045.000;869.194.000;30/09/2021;204256000;-0.26;4.90;0.77;2.35;1.61;2.22;32.9;0.62;27.8;0.65;12.6;0.84;29.4;3.28;39.1;5.2;47.9;2.40;6.40;2.51;0;1.179.960.000;223.953.000;1.086.860.000;323.102.000;99.149.000;328.039.000;157.124.000;40.062.000
336;PMAM3;ON;PARANAPANEMA S.A. ON;Siderurgia e Metalurgia;7,98;03/02/2022;7,62;23,45;2.953.300;346.364.000;3.408.060.000;30/09/2021;43404000;-2.68;-0.75;-10.65;-0.44;-18.06;-4.68;0.5;0.07;-1.4;0.10;-9.0;-0.13;-2.2;-0.12;-2.5;0.0;58.9;47.99;0.34;-46.01;7.8;3.348.780.000;136.447.000;1.306.450.000;3.198.140.000;3.061.690.000;-783.935.000;-462.109.000;-419.575.000
337;PNVL3;ON;PANVEL FARMÁCIAS ON;Comércio e Distribuição;13,81;03/02/2022;11,02;21,31;7.501.950;2.076.710.000;2.561.220.000;30/09/2021;150377000;-1.43;26.32;0.52;2.02;6.85;27.43;30.4;0.66;2.4;0.92;2.5;3.31;3.4;23.08;4.4;1.3;7.7;11.46;1.91;33.83;9.1;2.253.830.000;205.527.000;1.314.470.000;690.040.000;484.513.000;1.029.350.000;78.908.000;15.653.000
338;POMO3;ON;MARCOPOLO ON;Material de Transporte;2,72;03/02/2022;2,28;3,23;854.857;2.575.550.000;3.744.110.000;30/09/2021;946893000;-0.37;5.90;0.46;0.91;3.00;107.02;11.9;0.75;0.7;0.40;12.4;1.51;0.4;-10.26;0.5;3.9;15.4;29.76;2.05;155.57;3.7;6.476.720.000;1.178.300.000;3.330.020.000;2.346.850.000;1.168.560.000;2.843.210.000;436.648.000;108.196.000
339;POMO4;PN N2;MARCOPOLO PN N2;Material de Transporte;3,27;03/02/2022;2,42;3,53;17.745.600;3.096.340.000;4.264.900.000;30/09/2021;946893000;-0.61;7.09;0.46;1.09;3.00;128.66;11.9;0.90;0.7;0.48;12.4;1.82;0.4;-12.34;0.5;3.3;15.4;33.90;2.05;177.21;3.7;6.476.720.000;1.178.300.000;3.330.020.000;2.346.850.000;1.168.560.000;2.843.210.000;436.648.000;108.196.000
